Title,Description,Module_Name,Document,Link
Family Questionnaire,Household and family level information is collected here. The sections are labeled to reflect content.,Smoking,[PDF - 12 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/smqfam_f_eng.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Acculturation,[PDF - 11 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/acq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Arthritis,[PDF - 95 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/arq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Audiometry,[PDF - 25 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/auq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Blood Pressure,[PDF - 25 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/bpq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Cardiovascular Disease,[PDF - 17 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/cdq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Demographic,[PDF - 54 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/dmq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Dermatology,[PDF - 20 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/deq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Diabetes,[PDF - 32 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/diq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Dietary Behavior,[PDF - 58 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/dbq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Dietary Screener,[PDF - 90 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/mi_dtq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Dietary Supplements and Prescription Medication,[PDF - 129 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/dsq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Early Childhood,[PDF - 17 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/ecq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Health Insurance,[PDF - 37 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/hiq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Hospital Utilization and Access to Care,[PDF - 27 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/huq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Immunization,[PDF - 16 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/imq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Kidney Conditions,[PDF - 13 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/kiq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Medical Conditions,[PDF - 89 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/mcq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Occupation,[PDF - 68 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/ocq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Oral Health,[PDF - 16 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/ohq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Osteoporosis,[PDF - 43 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/osq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Physical Activity and Physical Fitness,[PDF - 37 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/paq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Physical Functioning,[PDF - 50 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/pfq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Respiratory Health and Disease,[PDF - 25 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/rdq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Sample Person Questionnaire Hand Cards,[PDF - 1 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/sp_handcards_0910.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Sleep Disorders,[PDF - 10 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/slq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Smoking and Tobacco Use,[PDF - 32 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/smq_f.pdf
Sample Person Questionnaire,Individual level information on participants is collected here. The sections are labeled to reflect content. Please note that the Medical Conditions section covers many subject areas.,Weight History,[PDF - 41 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/whq_f.pdf
MEC ACASI and CAPI Questionnaires,Audio computer-assisted self-interview (ACASI) and computer-assisted personal interview (CAPI) questionnaires are administered in the MEC. During the visit to the examination center additional questions are administered that cover more sensitive areas such as reproductive health and illegal drug use. The sections are labeled to reflect content.,,,
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,Alcohol Use,[PDF - 17 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/ai_alq_f.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,Drug Use,[PDF - 57 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/ai_duq_f.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,Food Security,[PDF - 22 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/ai_fsq_f.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,Sexual Behavior,[PDF - 116 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/ai_sxq_f.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,Tobacco Use,[PDF - 38 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/ai_smq_f.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,Alcohol Use,[PDF - 17 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/mi_alq_f.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,Bowel Health,[PDF - 30 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/mi_bhq_f.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,Current Health Status,[PDF - 18 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/mi_hsq_f.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,Depression Screen,[PDF - 25 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/mi_dpq_f.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,Dietary Screener,[PDF - 90 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/mi_dtq_f.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,Kidney,[PDF - 27 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/mi_kiq_f.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,MEC CAPI Questionnaire Hand Cards,[PDF - 455 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/meccapi_handcards_0910.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,Pesticide Use,[PDF - 11 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/mi_puq_f.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,Physical Activity,[PDF - 29 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/mi_paq_f.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,Reproductive Health,[PDF - 78 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/mi_rhq_f.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,Tobacco,[PDF - 25 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/mi_smq_f.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,Volatile Toxicants Use,[PDF - 22 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/mi_vtq_f.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,Weight History,[PDF - 31 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/mi_whq_f.pdf
Special Follow-up Questionnaires,,Flexible Consumer Behavior Survey (FCBS) Handcards,[PDF - 374 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/fcbs_pfu_handcards_f.pdf
Special Follow-up Questionnaires,,Flexible Consumer Behavior Survey (FCBS) Module,[PDF - 233 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/fcbs_f.pdf
Special Follow-up Questionnaires,,NHANES Hepatitis C Follow-up,[PDF - 365 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/pf_hcq_03_08.pdf
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,24-Hour Dietary Supplement and Antacids Use,[PDF - 93 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/dsa_f.pdf
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,Dietary Recall,[PDF - 76 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/questionnaires/dietaryrecall_f.pdf
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,,,
