"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"DIQ_E","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 1 YEARS - 150 YEARS",NA,NA
"DIQ_E","DIQ010","DIQ010","Doctor told you have diabetes","The next questions are about specific medical conditions. {Other than during pregnancy {have you/has SP}/{Have you/Has SP}} ever been told by a doctor or health professional that {you have/{he/she/SP} has} diabetes or sugar diabetes?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Borderline"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""777"", ""8774"", ""106"", ""0"", ""9"", ""0""]; Cumulative=[""777"", ""9551"", ""9657"", ""9657"", ""9666"", ""9666""]; Skip.to.Item=["""", ""DIQ159"", ""DIQ159"", ""DIQ159"", ""DIQ159"", """"]"
"DIQ_E","DID040","DID040","Age when first told you had diabetes","How old {was SP/were you} when a doctor or other health professional first told {you/him/her} that {you/he/she} had diabetes or sugar diabetes?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 79"", ""80"", ""666"", ""777"", ""999"", "".""]; Value.Description=[""Range of Values"", ""80 years or older"", ""Less than 1 year"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""754"", ""12"", ""4"", ""0"", ""7"", ""8889""]; Cumulative=[""754"", ""766"", ""770"", ""770"", ""777"", ""9666""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_E","DIQ219","DIQ219",NA,NA,"Both males and females 1 YEARS - 150 YEARS",NA,NA
"DIQ_E","DIQ220","DIQ220","When was your diabetes diagnosed","Was {your/his/her} diabetes diagnosed...","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""9"", "".""]; Value.Description=[""3 months ago or less"", ""More than 3 months ago but not more than 6 months ago"", ""More than 6 months ago but not more than 9 months ago"", ""More than 9 months ago but not more than 12 months ago, or"", ""More than 12 months ago"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""15"", ""22"", ""12"", ""18"", ""75"", ""0"", ""0"", ""9524""]; Cumulative=[""15"", ""37"", ""49"", ""67"", ""142"", ""142"", ""142"", ""9666""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_E","DIQ159","DIQ159",NA,NA,"Both males and females 1 YEARS - 150 YEARS",NA,NA
"DIQ_E","DIQ160","DIQ160","Ever told you have prediabetes","{Have you/Has SP} ever been told by a doctor or other health professional that {you have/SP has} any of the following: prediabetes impaired fasting glucose impaired glucose tolerance borderline diabetes or that {your/her/his} blood sugar is higher than normal but not high enough to be called diabetes or sugar diabetes?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""242"", ""6052"", ""0"", ""11"", ""3361""]; Cumulative=[""242"", ""6294"", ""6294"", ""6305"", ""9666""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_E","DIQ170","DIQ170","Ever told have health risk for diabetes","{Have you/Has SP} ever been told by a doctor or other health professional that {you have/s/he has} health conditions or a medical or family history that increases {your/his/her} risk for diabetes?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""735"", ""5655"", ""0"", ""14"", ""3262""]; Cumulative=[""735"", ""6390"", ""6390"", ""6404"", ""9666""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_E","DIQ180","DIQ180","Had blood tested past three years","{Have you/Has SP} had a blood test for high blood sugar or diabetes within the past three years?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2420"", ""3735"", ""0"", ""249"", ""3262""]; Cumulative=[""2420"", ""6155"", ""6155"", ""6404"", ""9666""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_E","DIQ190A","DIQ190A","Past yr told control weight","To lower {your/his/her} risk for certain diseases during the past 12 months {have you/has s/he} ever been told by a doctor or health professional to: control {your/his/her} weight or lose weight?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1734"", ""5436"", ""0"", ""3"", ""2493""]; Cumulative=[""1734"", ""7170"", ""7170"", ""7173"", ""9666""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_E","DIQ190B","DIQ190B","Past yr told increase physical activity","To lower {your/his/her} risk for certain diseases during the past 12 months {have you/has s/he} ever been told by a doctor or health professional to: increase {your/his/her} physical activity or exercise?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2169"", ""5000"", ""0"", ""4"", ""2493""]; Cumulative=[""2169"", ""7169"", ""7169"", ""7173"", ""9666""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_E","DIQ190C","DIQ190C","Past yr told reduce fat/calories in diet","To lower {your/his/her} risk for certain diseases during the past 12 months {have you/has s/he} ever been told by a doctor or health professional to: reduce the amount of fat or calories in {your/his/her} diet?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1967"", ""5203"", ""0"", ""3"", ""2493""]; Cumulative=[""1967"", ""7170"", ""7170"", ""7173"", ""9666""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_E","DIQ200A","DIQ200A","Are you controlling weight","To lower {your/his/her} risk for certain diseases {are you/is s/he} now doing any of the following: controlling {your/his/her} weight or losing weight?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""3427"", ""3746"", ""0"", ""0"", ""2493""]; Cumulative=[""3427"", ""7173"", ""7173"", ""7173"", ""9666""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_E","DIQ200B","DIQ200B","Are you increasing physical activity","To lower {your/his/her} risk for certain diseases {are you/is s/he} now doing any of the following: increasing {your/his/her} physical activity or exercise?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""3339"", ""3833"", ""0"", ""1"", ""2493""]; Cumulative=[""3339"", ""7172"", ""7172"", ""7173"", ""9666""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
