"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"L02HBS","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 2 YEARS - 150 YEARS",NA,NA
"L02HBS","LBXHBS","LBXHBS","Hepatitis B Surface Antibody","Hepatitis B surface antibody (anti-HBs)","Both males and females 2 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", "".""]; Value.Description=[""Positive"", ""Negative"", ""Missing""]; Count=[""2153"", ""5206"", ""1228""]; Cumulative=[""2153"", ""7359"", ""8587""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"L02HPA_A","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 2 YEARS - 150 YEARS",NA,NA
"L02HPA_A","LBXHA","LBXHA","Hepatitis A Antibody (Anti-HAV)","Hepatitis A Antibody (Anti-HAV)","Both males and females 2 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", "".""]; Value.Description=[""Positive"", ""Negative"", ""Missing""]; Count=[""3519"", ""4125"", ""943""]; Cumulative=[""3519"", ""7644"", ""8587""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"LAB02","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 6 YEARS - 150 YEARS",NA,NA
"LAB02","LBXHBC","LBXHBC","Hepatitis B core antibody","Hepatitis B core antibody","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", "".""]; Value.Description=[""Positive"", ""Negative"", ""Missing""]; Count=[""339"", ""6782"", ""1466""]; Cumulative=[""339"", ""7121"", ""8587""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"LAB02","LBDHBG","LBDHBG","Hepatitis B surface antigen","Hepatitis B surface antigen","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", "".""]; Value.Description=[""Positive"", ""Negative"", ""Missing""]; Count=[""17"", ""7104"", ""1466""]; Cumulative=[""17"", ""7121"", ""8587""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"LAB02","LBDHCV","LBDHCV","Hepatitis C antibody (confirmed)","Hepatitis C antibody (confirmed)","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""5"", "".""]; Value.Description=[""Positive"", ""Negative"", ""Indeterminate"", ""Missing""]; Count=[""76"", ""7036"", ""16"", ""1459""]; Cumulative=[""76"", ""7112"", ""7128"", ""8587""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"LAB02","LBXHCR","LBXHCR","Hepatitis C RNA (HCV-RNA)","Hepatitis C RNA (HCV-RNA)","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", "".""]; Value.Description=[""Positive"", ""Negative"", ""Missing""]; Count=[""35"", ""21"", ""8531""]; Cumulative=[""35"", ""56"", ""8587""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"LAB02","LBDHD","LBDHD","Hepatitis D (anti-HDV)","Hepatitis D (anti-HDV)","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", "".""]; Value.Description=[""Positive"", ""Negative"", ""Missing""]; Count=[""3"", ""7118"", ""1466""]; Cumulative=[""3"", ""7121"", ""8587""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
